encoder,quality,img_id,psnr_y,ssim_y,bpp
avif,44,img065,37.8248,0.947495,0.112874
avif,28,img066,29.3314,0.808301,0.180018
avif,36,img066,30.9961,0.833485,0.287455
avif,44,img066,32.8048,0.861740,0.456621
avif,28,img067,34.9294,0.923070,0.105887
avif,36,img067,36.4907,0.934333,0.181666
avif,44,img067,38.1289,0.947535,0.329154
avif,28,img068,31.9226,0.929516,0.053111
avif,36,img068,33.5996,0.939704,0.088346
avif,44,img068,35.5406,0.951942,0.144908
avif,28,img069,30.1633,0.916817,0.232818
avif,36,img069,32.3335,0.938429,0.337219
avif,44,img069,34.6635,0.954350,0.475470
avif,28,img070,34.8394,0.961911,0.078968
avif,36,img070,36.6162,0.966861,0.099398
avif,44,img070,38.4084,0.970553,0.127992
avif,28,img071,38.1406,0.974312,0.024625
avif,36,img071,39.4800,0.980326,0.040815
avif,44,img071,41.3938,0.983080,0.083363
avif,28,img072,35.2099,0.915583,0.075265
avif,36,img072,36.5855,0.926477,0.102928
avif,44,img072,37.9971,0.935400,0.146153
avif,28,img073,30.2638,0.700518,0.046117
avif,36,img073,30.9292,0.737786,0.103424
avif,44,img073,32.1130,0.796437,0.246369
avif,28,img074,34.6642,0.867721,0.040073
avif,36,img074,35.5401,0.879127,0.056103
avif,44,img074,36.3852,0.888891,0.080922
avif,28,img075,37.6443,0.968495,0.043140
avif,36,img075,39.4591,0.974627,0.061913
avif,44,img075,41.2580,0.978999,0.084993
avif,28,img076,26.2974,0.512603,0.145227
avif,36,img076,27.7317,0.674265,0.299126
avif,44,img076,29.5961,0.799183,0.538288
avif,28,img077,31.6946,0.871487,0.106499
avif,36,img077,33.4892,0.893897,0.199001
avif,44,img077,35.3502,0.913591,0.317609
avif,28,img078,27.9500,0.870440,0.444169
avif,36,img078,29.8702,0.917208,0.659424
avif,44,img078,31.9267,0.948138,0.943746
avif,28,img079,25.3825,0.859900,0.491147
avif,36,img079,27.1833,0.907710,0.747083
avif,44,img079,29.3208,0.942703,1.121021
avif,28,img080,28.2414,0.871929,0.440888
avif,36,img080,30.0917,0.916544,0.658931
avif,44,img080,32.0846,0.946941,0.951459
avif,28,img081,30.7881,0.909830,0.239564
avif,36,img081,33.1860,0.933734,0.405203
avif,44,img081,35.2399,0.947742,0.541309
avif,28,img082,33.7394,0.888907,0.067837
avif,36,img082,35.4767,0.896960,0.117198
avif,44,img082,36.9082,0.904278,0.177602
avif,28,img083,35.6932,0.929856,0.032850
avif,36,img083,36.8353,0.935474,0.040070
avif,44,img083,37.9762,0.940270,0.050020
avif,28,img084,33.1441,0.860158,0.070518
avif,36,img084,34.4552,0.876556,0.096331
avif,44,img084,35.7326,0.891188,0.132943
avif,28,img085,30.8426,0.856250,0.138266
avif,36,img085,32.4351,0.885222,0.193158
avif,44,img085,33.9603,0.907720,0.266377
avif,28,img086,36.3419,0.916669,0.017290
avif,36,img086,37.1668,0.920590,0.023707
avif,44,img086,37.9316,0.924263,0.033715
avif,28,img087,30.5971,0.886472,0.164242
avif,36,img087,32.1423,0.912128,0.217473
avif,44,img087,33.6603,0.931857,0.286650
avif,28,img088,36.9941,0.944156,0.046557
avif,36,img088,38.5384,0.956821,0.072687
avif,44,img088,40.2442,0.967430,0.130543
avif,28,img089,35.0050,0.916413,0.060462
avif,36,img089,36.5263,0.933236,0.084091
avif,44,img089,37.8813,0.945528,0.114949
avif,28,img090,30.4244,0.872313,0.107348
avif,36,img090,32.0597,0.904606,0.191967
avif,44,img090,34.3100,0.936987,0.345187
avif,28,img091,30.5798,0.791037,0.091719
avif,36,img091,31.9221,0.818044,0.133783
avif,44,img091,33.2098,0.842431,0.191672
avif,28,img092,31.4007,0.861219,0.065903
avif,36,img092,32.7371,0.885257,0.100966
avif,44,img092,34.1990,0.906624,0.157198
avif,28,img093,31.8318,0.833834,0.066869
avif,36,img093,32.9388,0.851923,0.093767
avif,44,img093,34.1064,0.871822,0.138344
avif,28,img094,26.0852,0.809175,0.346778
avif,36,img094,27.8028,0.838996,0.528530
avif,44,img094,29.8559,0.867056,0.792385
avif,28,img095,34.6548,0.869010,0.025673
avif,36,img095,35.5553,0.883104,0.040488
avif,44,img095,36.5439,0.895845,0.062855
avif,28,img096,32.3607,0.897164,0.163687
avif,36,img096,34.3064,0.913974,0.281602
avif,44,img096,35.9897,0.927952,0.424914
avif,28,img097,27.4442,0.697791,0.178426
avif,36,img097,29.0553,0.778436,0.311489
avif,44,img097,30.9132,0.846160,0.506034
avif,28,img098,33.7655,0.826149,0.031006
avif,36,img098,34.7658,0.849804,0.051904
avif,44,img098,35.8524,0.874185,0.085658
avif,28,img099,27.8080,0.686480,0.131270
avif,36,img099,29.3518,0.766534,0.221681
avif,44,img099,31.0523,0.833470,0.359612
avif,28,img100,36.5272,0.827767,0.006559
avif,36,img100,36.6777,0.828246,0.007817
avif,44,img100,36.7831,0.828779,0.010141
jxl,30,img001,36.1497,0.939084,0.307516
jxl,50,img001,37.7507,0.951952,0.414263
jxl,70,img001,39.8562,0.963976,0.596102
jxl,90,img001,47.5798,0.988437,1.280429
jxl,30,img002,35.3355,0.953974,0.290772
jxl,50,img002,36.9616,0.964485,0.398183
jxl,70,img002,39.4340,0.975225,0.594960
jxl,90,img002,48.9218,0.994676,1.346596
jxl,30,img003,36.3990,0.903201,0.190296
jxl,50,img003,37.6822,0.922385,0.277906
jxl,70,img003,41.8508,0.966627,0.479383
jxl,90,img003,50.0316,0.993194,0.827740
jxl,30,img004,29.1947,0.835640,0.291665
jxl,50,img004,31.0058,0.862770,0.430116
jxl,70,img004,33.6036,0.931856,0.752886
jxl,90,img004,44.5097,0.992819,1.776587
jxl,30,img005,32.9203,0.858829,0.288498
jxl,50,img005,34.3540,0.890024,0.401968
jxl,70,img005,36.4503,0.924907,0.608800
jxl,90,img005,45.2757,0.986420,1.431381
jxl,30,img006,35.8819,0.939143,0.315086
jxl,50,img006,37.5937,0.955084,0.420885
jxl,70,img006,39.7632,0.967808,0.588372
jxl,90,img006,47.5685,0.989717,1.219870
jxl,30,img007,28.4100,0.881631,0.826182
jxl,50,img007,30.1342,0.915176,1.130188
jxl,70,img007,32.5327,0.950670,1.661878
jxl,90,img007,42.3684,0.994081,3.126970
jxl,30,img008,34.9587,0.857249,0.131727
jxl,50,img008,35.7363,0.867637,0.184968
jxl,70,img008,36.9341,0.892786,0.315865
jxl,90,img008,44.3768,0.977657,0.997819
jxl,30,img009,35.6597,0.949465,0.287769
jxl,50,img009,37.6300,0.963968,0.394334
jxl,70,img009,40.0223,0.975283,0.559590
jxl,90,img009,49.3093,0.994219,1.119258
jxl,30,img010,45.0923,0.975168,0.063701
jxl,50,img010,45.7299,0.976482,0.077531
jxl,70,img010,46.3055,0.977628,0.106899
jxl,90,img010,50.2288,0.989015,0.398555
jxl,30,img011,35.3706,0.928949,0.259206
jxl,50,img011,36.9263,0.945201,0.353841
jxl,70,img011,39.1154,0.962006,0.518398
jxl,90,img011,47.5851,0.990659,1.122083
jxl,30,img012,39.6313,0.927211,0.166741
jxl,50,img012,40.4460,0.936712,0.229201
jxl,70,img012,44.0172,0.971199,0.418088
jxl,90,img012,51.5287,0.993254,0.740046
jxl,30,img013,33.2694,0.905356,0.430921
jxl,50,img013,34.8024,0.920632,0.582526
jxl,70,img013,36.9752,0.939599,0.852430
jxl,90,img013,45.4542,0.986831,1.791927
jxl,30,img014,25.1372,0.774466,0.782964
jxl,50,img014,27.0556,0.810593,1.077321
jxl,70,img014,29.5673,0.863274,1.554866
jxl,90,img014,39.7367,0.983599,2.816697
jxl,30,img015,38.1468,0.922639,0.120470
jxl,50,img015,39.1680,0.937594,0.203406
jxl,70,img015,41.2967,0.961650,0.383246
jxl,90,img015,49.9961,0.993459,1.049739
jxl,30,img016,38.7032,0.932830,0.197310
jxl,50,img016,40.1795,0.949848,0.276945
jxl,70,img016,42.1609,0.965803,0.408338
jxl,90,img016,49.5979,0.990442,0.964196
jxl,30,img017,36.7097,0.933709,0.136152
jxl,50,img017,37.9819,0.944186,0.192275
jxl,70,img017,39.9615,0.959383,0.303827
jxl,90,img017,48.0963,0.989912,0.798491
jxl,30,img018,31.1269,0.831757,0.332841
jxl,50,img018,32.5544,0.866799,0.467523
jxl,70,img018,34.7170,0.910555,0.718141
jxl,90,img018,43.9698,0.985708,1.625951
jxl,30,img019,27.2960,0.780714,0.557119
jxl,50,img019,29.3934,0.840936,0.852448
jxl,70,img019,32.0434,0.908620,1.337631
jxl,90,img019,42.3398,0.989580,2.524001
jxl,30,img020,28.1743,0.851033,0.738528
jxl,50,img020,32.1799,0.952404,1.144417
jxl,70,img020,37.4931,0.985927,1.477931
jxl,90,img020,45.2505,0.997222,2.118805
jxl,30,img021,37.5543,0.944442,0.174478
jxl,50,img021,38.8488,0.953152,0.229852
jxl,70,img021,40.5762,0.962218,0.337400
jxl,90,img021,48.6345,0.990421,0.952603
jxl,30,img022,43.7870,0.973085,0.046254
jxl,50,img022,44.5886,0.975754,0.059961
jxl,70,img022,45.6385,0.979486,0.092896
jxl,90,img022,53.5792,0.995090,0.286406
jxl,30,img023,30.2075,0.649473,0.101869
jxl,50,img023,30.4092,0.665280,0.172449
jxl,70,img023,31.8985,0.795493,0.408783
jxl,90,img023,41.9057,0.976535,1.280171
jxl,30,img024,39.8309,0.930849,0.132190
jxl,50,img024,40.5122,0.936423,0.173309
jxl,70,img024,41.3231,0.943422,0.249899
jxl,90,img024,46.8339,0.982402,0.750346
jxl,30,img025,35.0708,0.961884,0.255766
jxl,50,img025,36.9386,0.970441,0.337716
jxl,70,img025,39.4708,0.977618,0.472904
jxl,90,img025,47.6537,0.990688,0.933096
jxl,30,img026,39.9212,0.965200,0.222478
jxl,50,img026,43.7493,0.984504,0.354967
jxl,70,img026,48.9723,0.994584,0.472442
jxl,90,img026,56.6474,0.998663,0.689154
jxl,30,img027,42.8061,0.957138,0.077993
jxl,50,img027,43.4019,0.960697,0.116184
jxl,70,img027,44.3702,0.967071,0.216840
jxl,90,img027,49.5498,0.987812,0.726203
jxl,30,img028,39.3424,0.912191,0.068713
jxl,50,img028,39.7736,0.917087,0.097827
jxl,70,img028,40.6431,0.930702,0.180689
jxl,90,img028,47.0955,0.983477,0.675194
jxl,30,img029,36.7263,0.900424,0.131026
jxl,50,img029,37.7091,0.912168,0.180785
jxl,70,img029,39.1367,0.929421,0.283654
jxl,90,img029,45.1619,0.976792,0.817610
jxl,30,img030,30.5118,0.894062,0.384398
jxl,50,img030,32.2732,0.917255,0.523504
jxl,70,img030,34.9638,0.944130,0.761763
jxl,90,img030,43.4832,0.982613,1.403659
jxl,30,img031,39.5483,0.965591,0.083427
jxl,50,img031,40.8889,0.971678,0.107469
jxl,70,img031,42.7493,0.977596,0.147859
jxl,90,img031,48.4741,0.989740,0.344269
jxl,30,img032,44.5224,0.975733,0.061573
jxl,50,img032,45.3704,0.977889,0.076905
jxl,70,img032,46.2185,0.979622,0.104760
jxl,90,img032,49.6889,0.988354,0.330445
jxl,30,img033,39.0261,0.900602,0.064495
jxl,50,img033,39.2478,0.903552,0.088393
jxl,70,img033,39.9431,0.916773,0.165843
jxl,90,img033,47.6353,0.985678,0.736340
jxl,30,img034,35.2684,0.808607,0.164750
jxl,50,img034,35.9811,0.839339,0.306272
jxl,70,img034,38.0399,0.908258,0.657189
jxl,90,img034,48.2898,0.990392,1.777652
jxl,30,img035,40.4910,0.973989,0.142560
jxl,50,img035,42.0146,0.980221,0.192942
jxl,70,img035,44.4943,0.986456,0.287932
jxl,90,img035,51.8917,0.994665,0.633600
jxl,30,img036,41.5974,0.964310,0.069244
jxl,50,img036,42.6008,0.968621,0.089696
jxl,70,img036,43.8150,0.973313,0.131847
jxl,90,img036,48.8581,0.988433,0.391038
jxl,30,img037,42.8947,0.962271,0.065930
jxl,50,img037,43.6524,0.966005,0.087567
jxl,70,img037,44.5889,0.970228,0.127271
jxl,90,img037,50.0675,0.989382,0.500656
jxl,30,img038,39.6123,0.944577,0.057540
jxl,50,img038,40.5042,0.952353,0.072985
jxl,70,img038,41.9805,0.961604,0.105896
jxl,90,img038,46.7338,0.982993,0.270232
jxl,30,img039,42.6937,0.968155,0.091644
jxl,50,img039,43.8140,0.973282,0.121852
jxl,70,img039,45.2328,0.978443,0.174771
jxl,90,img039,50.0136,0.990454,0.459840
jxl,30,img040,27.6041,0.463416,0.156889
jxl,50,img040,28.3719,0.584752,0.379131
jxl,70,img040,31.1161,0.831126,0.889351
jxl,90,img040,41.9261,0.986390,2.122334
jxl,30,img041,38.1440,0.906276,0.079839
jxl,50,img041,38.8606,0.915691,0.106023
jxl,70,img041,40.1325,0.931990,0.166454
jxl,90,img041,46.4690,0.981226,0.647226
jxl,30,img042,28.9706,0.626838,0.294191
jxl,50,img042,30.2920,0.740255,0.539128
jxl,70,img042,33.3969,0.894694,0.983167
jxl,90,img042,43.9519,0.990666,2.079877
jxl,30,img043,41.6375,0.961288,0.078748
jxl,50,img043,42.6647,0.965526,0.096604
jxl,70,img043,43.6945,0.969087,0.135930
jxl,90,img043,47.9829,0.985339,0.419368
jxl,30,img044,45.2071,0.994459,0.062648
jxl,50,img044,47.2844,0.996398,0.081264
jxl,70,img044,50.3277,0.997816,0.115652
jxl,90,img044,59.8770,0.999353,0.216082
jxl,30,img045,45.0568,0.973115,0.050772
jxl,50,img045,45.4841,0.974647,0.062873
jxl,70,img045,46.0388,0.976562,0.089237
jxl,90,img045,51.6638,0.992237,0.391398
jxl,30,img046,31.2648,0.668174,0.097942
jxl,50,img046,32.0961,0.724626,0.168056
jxl,70,img046,33.9707,0.835747,0.314681
jxl,90,img046,41.0448,0.970155,0.923332
jxl,30,img047,42.4855,0.970303,0.144686
jxl,50,img047,43.8721,0.976639,0.189456
jxl,70,img047,45.6412,0.982475,0.268164
jxl,90,img047,52.3901,0.993961,0.707308
jxl,30,img048,46.8678,0.983525,0.035743
jxl,50,img048,48.5789,0.988349,0.052630
jxl,70,img048,52.0379,0.994024,0.092917
jxl,90,img048,59.9360,0.998943,0.158268
jxl,30,img049,39.9434,0.928960,0.077842
jxl,50,img049,40.5816,0.938808,0.144144
jxl,70,img049,42.7873,0.964259,0.330738
jxl,90,img049,52.6264,0.994841,1.096233
jxl,30,img050,32.3074,0.830422,0.258782
jxl,50,img050,33.7001,0.883673,0.406274
jxl,70,img050,36.0954,0.939560,0.671971
jxl,90,img050,45.9251,0.993328,1.605510
jxl,30,img051,31.7023,0.848098,0.319556
jxl,50,img051,32.5362,0.856392,0.428293
jxl,70,img051,33.8854,0.889355,0.690004
jxl,90,img051,42.7277,0.985363,1.707050
jxl,30,img052,38.1251,0.969523,0.163973
jxl,50,img052,40.0432,0.973508,0.211500
jxl,70,img052,42.1970,0.976506,0.282790
jxl,90,img052,49.9062,0.991864,0.740142
jxl,30,img053,27.8569,0.944758,0.726651
jxl,50,img053,29.7654,0.963150,0.976500
jxl,70,img053,32.2781,0.979088,1.376645
jxl,90,img053,41.5403,0.997065,2.561753
jxl,30,img054,38.0576,0.968579,0.138405
jxl,50,img054,41.0112,0.980870,0.203851
jxl,70,img054,45.6690,0.991777,0.273314
jxl,90,img054,52.7181,0.997966,0.399584
jxl,30,img055,35.3874,0.844955,0.097004
jxl,50,img055,37.0154,0.884588,0.195473
jxl,70,img055,41.1196,0.958390,0.308059
jxl,90,img055,49.0128,0.992418,0.461422
jxl,30,img056,35.7192,0.936121,0.104332
jxl,50,img056,37.0002,0.945232,0.136288
jxl,70,img056,40.5933,0.974346,0.231054
jxl,90,img056,48.5322,0.994311,0.396778
jxl,30,img057,32.5151,0.814896,0.192007
jxl,50,img057,33.5159,0.827009,0.262179
jxl,70,img057,35.0502,0.858951,0.414521
jxl,90,img057,42.5898,0.968799,1.085913
jxl,30,img058,37.4937,0.957474,0.150087
jxl,50,img058,38.4910,0.961932,0.193096
jxl,70,img058,40.0606,0.967137,0.278264
jxl,90,img058,47.4332,0.986924,0.686030
jxl,30,img059,38.1439,0.909213,0.096304
jxl,50,img059,38.6655,0.912683,0.125965
jxl,70,img059,39.5704,0.924804,0.193946
jxl,90,img059,44.7992,0.975771,0.603300
jxl,30,img060,32.9597,0.892917,0.202783
jxl,50,img060,34.2483,0.904376,0.260597
jxl,70,img060,35.8386,0.916584,0.356598
jxl,90,img060,42.9633,0.971940,0.841539
jxl,30,img061,34.5299,0.898342,0.104112
jxl,50,img061,35.8354,0.918148,0.147372
jxl,70,img061,37.8508,0.946571,0.223402
jxl,90,img061,45.2426,0.986581,0.521074
jxl,30,img062,38.6018,0.943857,0.075982
jxl,50,img062,39.6641,0.947634,0.094734
jxl,70,img062,40.6553,0.952020,0.134145
jxl,90,img062,45.9313,0.978845,0.407131
jxl,30,img063,36.5026,0.919371,0.062558
jxl,50,img063,37.4599,0.926002,0.082266
jxl,70,img063,38.7611,0.936697,0.127392
jxl,90,img063,45.3733,0.981314,0.374839
jxl,30,img064,34.9271,0.930935,0.149383
jxl,50,img064,36.2778,0.939455,0.194031
jxl,70,img064,38.0292,0.949394,0.276592
jxl,90,img064,44.9572,0.980380,0.594597
jxl,30,img065,37.8132,0.952232,0.173282
jxl,50,img065,39.1440,0.957525,0.220455
jxl,70,img065,40.6245,0.962101,0.306383
jxl,90,img065,47.4872,0.986377,0.769025
jxl,30,img066,30.2508,0.831164,0.375734
jxl,50,img066,31.6951,0.851780,0.526328
jxl,70,img066,34.0915,0.900561,0.833872
jxl,90,img066,44.0729,0.988851,1.747032
jxl,30,img067,36.5789,0.937065,0.192822
jxl,50,img067,37.7172,0.944599,0.260243
jxl,70,img067,39.4295,0.958976,0.394767
jxl,90,img067,47.5043,0.989761,0.932631
jxl,30,img068,32.7023,0.942548,0.087785
jxl,50,img068,33.6882,0.949364,0.117022
jxl,70,img068,35.6635,0.961116,0.174888
jxl,90,img068,44.9134,0.990964,0.361616
jxl,30,img069,31.5269,0.942590,0.459582
jxl,50,img069,33.5941,0.956528,0.607332
jxl,70,img069,36.2892,0.969177,0.850655
jxl,90,img069,45.5841,0.991401,1.595899
jxl,30,img070,36.6950,0.968473,0.238620
jxl,50,img070,38.3539,0.971519,0.294811
jxl,70,img070,40.3616,0.973664,0.406159
jxl,90,img070,47.8932,0.990799,0.925601
jxl,30,img071,39.6730,0.982468,0.085869
jxl,50,img071,40.5323,0.982624,0.108255
jxl,70,img071,42.2903,0.987128,0.150162
jxl,90,img071,51.4840,0.996239,0.380104
jxl,30,img072,37.7477,0.933784,0.200403
jxl,50,img072,39.7816,0.946959,0.274993
jxl,70,img072,43.2517,0.976754,0.367392
jxl,90,img072,50.9416,0.994998,0.563339
jxl,30,img073,31.1815,0.734249,0.197021
jxl,50,img073,31.9876,0.777221,0.320567
jxl,70,img073,34.0160,0.867462,0.584510
jxl,90,img073,43.0446,0.983149,1.452000
jxl,30,img074,36.3815,0.894927,0.103443
jxl,50,img074,36.8189,0.899052,0.133967
jxl,70,img074,38.0162,0.912177,0.218424
jxl,90,img074,45.6653,0.979122,0.799872
jxl,30,img075,40.8551,0.979997,0.102061
jxl,50,img075,42.3486,0.982713,0.127529
jxl,70,img075,43.8845,0.984131,0.173067
jxl,90,img075,49.7821,0.991823,0.404250
jxl,30,img076,27.4411,0.587464,0.320268
jxl,50,img076,28.7265,0.700846,0.493375
jxl,70,img076,30.9513,0.840674,0.815525
jxl,90,img076,41.1465,0.985163,1.881231
jxl,30,img077,32.9470,0.887399,0.174556
jxl,50,img077,34.4533,0.906561,0.240709
jxl,70,img077,36.4300,0.924990,0.356118
jxl,90,img077,42.4256,0.962357,0.750941
jxl,30,img078,28.2733,0.855990,0.695820
jxl,50,img078,30.3650,0.917142,0.959326
jxl,70,img078,33.1913,0.959683,1.383090
jxl,90,img078,43.0618,0.995623,2.606339
jxl,30,img079,25.2966,0.826177,0.754115
jxl,50,img079,27.2277,0.897948,1.047677
jxl,70,img079,30.1100,0.950314,1.556660
jxl,90,img079,40.3320,0.995158,2.927116
jxl,30,img080,28.4241,0.856146,0.692625
jxl,50,img080,30.4809,0.914361,0.956746
jxl,70,img080,33.2666,0.958031,1.397436
jxl,90,img080,43.1726,0.995397,2.661751
jxl,30,img081,31.2860,0.919691,0.213135
jxl,50,img081,32.9185,0.937791,0.284470
jxl,70,img081,35.2563,0.951648,0.416891
jxl,90,img081,42.9101,0.976523,0.825676
jxl,30,img082,34.8145,0.893730,0.100384
jxl,50,img082,35.9464,0.900422,0.139952
jxl,70,img082,37.4064,0.908403,0.194832
jxl,90,img082,41.9458,0.951741,0.466549
jxl,30,img083,37.8820,0.942075,0.090675
jxl,50,img083,38.9080,0.945812,0.111783
jxl,70,img083,40.1084,0.949297,0.144212
jxl,90,img083,44.0927,0.970210,0.358751
jxl,30,img084,35.7056,0.889616,0.170006
jxl,50,img084,36.8281,0.900787,0.221704
jxl,70,img084,38.1197,0.914428,0.309460
jxl,90,img084,43.1774,0.965911,0.741367
jxl,30,img085,32.7568,0.889268,0.274994
jxl,50,img085,34.2193,0.910879,0.349883
jxl,70,img085,36.0708,0.933062,0.483877
jxl,90,img085,43.1112,0.980042,1.075722
jxl,30,img086,38.1486,0.924416,0.063825
jxl,50,img086,38.8621,0.928582,0.076558
jxl,70,img086,39.7616,0.934005,0.110128
jxl,90,img086,43.7450,0.963958,0.323371
jxl,30,img087,32.4182,0.917633,0.314171
jxl,50,img087,33.9689,0.937000,0.399824
jxl,70,img087,35.8556,0.953920,0.547205
jxl,90,img087,43.2833,0.988963,1.186323
jxl,30,img088,39.3796,0.961785,0.114538
jxl,50,img088,40.9670,0.970566,0.146974
jxl,70,img088,42.0717,0.978249,0.212250
jxl,90,img088,46.8886,0.993087,0.490518
jxl,30,img089,37.0740,0.938473,0.154422
jxl,50,img089,38.3869,0.950418,0.195124
jxl,70,img089,39.9203,0.960641,0.268025
jxl,90,img089,46.0261,0.987355,0.696824
jxl,30,img090,31.9841,0.905632,0.269894
jxl,50,img090,33.6544,0.931968,0.403111
jxl,70,img090,36.3974,0.962096,0.660708
jxl,90,img090,46.8905,0.995298,1.578287
jxl,30,img091,32.5990,0.828293,0.215366
jxl,50,img091,33.7081,0.849318,0.276343
jxl,70,img091,35.1461,0.876759,0.401702
jxl,90,img091,41.8875,0.965290,1.009289
jxl,30,img092,33.3328,0.892695,0.160293
jxl,50,img092,34.7074,0.911628,0.227116
jxl,70,img092,36.5314,0.932423,0.335805
jxl,90,img092,43.6082,0.976641,0.753802
jxl,30,img093,33.7785,0.865990,0.180956
jxl,50,img093,34.8771,0.883366,0.241007
jxl,70,img093,36.5264,0.912109,0.358584
jxl,90,img093,43.6346,0.976521,0.927839
jxl,30,img094,27.1025,0.843181,0.551617
jxl,50,img094,28.4424,0.864145,0.749122
jxl,70,img094,30.5258,0.893304,1.099822
jxl,90,img094,39.8416,0.976579,2.055803
jxl,30,img095,36.4536,0.890502,0.084649
jxl,50,img095,37.2909,0.901853,0.112053
jxl,70,img095,38.4810,0.916312,0.169557
jxl,90,img095,43.2195,0.962354,0.467328
jxl,30,img096,34.1342,0.918283,0.239964
jxl,50,img096,35.5770,0.929373,0.316892
jxl,70,img096,37.4255,0.942804,0.449803
jxl,90,img096,44.2978,0.977472,0.969194
jxl,30,img097,28.9067,0.747980,0.374730
jxl,50,img097,30.4471,0.815770,0.547108
jxl,70,img097,32.7301,0.890028,0.829243
jxl,90,img097,41.9958,0.982897,1.770317
jxl,30,img098,35.5009,0.859693,0.108149
jxl,50,img098,36.4435,0.880090,0.142329
jxl,70,img098,37.7972,0.906834,0.219710
jxl,90,img098,43.6397,0.969525,0.636385
jxl,30,img099,29.4750,0.749382,0.319068
jxl,50,img099,30.8908,0.811722,0.455588
jxl,70,img099,32.9704,0.882989,0.690165
jxl,90,img099,41.8181,0.980289,1.536873
jxl,30,img100,36.8641,0.829720,0.031535
jxl,50,img100,36.9476,0.830234,0.035964
jxl,70,img100,37.0969,0.834486,0.054249
jxl,90,img100,43.1135,0.960282,0.526157
